CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL1095095	626202	CHEMBL1095095	626202		8	278.31	2.49	68.26	0	Nc1ccc(cc1NC(=O)c2ccccc2)c3cocc3	3286367	Ratio IC50	=	21					0	BAO_0000179			630933	CHEMBL1116532	B	Selectivity ratio of IC50 for human recombinant HDAC2 preincubated for 1 hr with substrate to IC50 for human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			51178	CHEMBL1158590	20392638	Bioorg. Med. Chem. Lett.	2010	20	10	3142			
CHEMBL1095095	626202	CHEMBL1095095	626202		8	278.31	2.49	68.26	0	Nc1ccc(cc1NC(=O)c2ccccc2)c3cocc3	3286386	IC50	=	39	nM	7.41			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	630931	CHEMBL1116530	B	Inhibition of human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate by protease coupled end-point assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	51178	CHEMBL1158590	20392638	Bioorg. Med. Chem. Lett.	2010	20	10	3142			
CHEMBL1095095	626202	CHEMBL1095095	626202		8	278.31	2.49	68.26	0	Nc1ccc(cc1NC(=O)c2ccccc2)c3cocc3	3286406	IC50	=	810	nM	6.09			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	630930	CHEMBL1116529	B	Inhibition of human recombinant HDAC2 preincubated for 1 hr with substrate by protease coupled end-point assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	51178	CHEMBL1158590	20392638	Bioorg. Med. Chem. Lett.	2010	20	10	3142			
CHEMBL400141	416500	CHEMBL400141	416500		4d	320.38	2.23	87.66	0	CC(=C)COC(CCCCC(=O)NO)C(=O)Nc1ccccc1	2049596	Activity					Not Active		0	BAO_0000375			458150	CHEMBL925483	B	Inhibition of HDAC2 in HeLa cell lysates at 0.1 uM	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			37865	CHEMBL1140532	17892933	Bioorg. Med. Chem. Lett.	2007	17	22	6261			
CHEMBL217651	363494	CHEMBL217651	363494		29	470.63	3.67	119.64	0	CN1CCCCC1C(=O)N[C@@H](CCCCCC(=O)C)C(=O)Nc2nc(cs2)c3ccccc3	1792262	IC50	=	170	nM	6.77			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	422130	CHEMBL907066	B	Inhibition of HDAC2 (mean IC50)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	34712	CHEMBL1137275	16987657	Bioorg. Med. Chem. Lett.	2006	16	23	5948			
CHEMBL236678	399038	CHEMBL236678	399038		7	213.24	.72	68	0	Nc1ccccc1NC(=O)c2cccnc2	2401162	IC50	=	6980	nM	5.16			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	493107	CHEMBL940370	B	Inhibition of human HDAC2 expressed in mammalian cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	45872	CHEMBL1152282	18951790	Bioorg. Med. Chem. Lett.	2008	18	23	6104			
CHEMBL467793	488395	CHEMBL467793	488395		9	346.38	1.79	130.47	0	Nc1ccc(cc1)c2onc(c2)C(=O)NCCCCCCC(=O)NO	2569572	IC50	=	147	nM	6.83			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	514670	CHEMBL976442	B	Inhibition of HDAC2 after 17 hrs	1	Scientific Literature				Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			44070	CHEMBL1155917	18642892	J. Med. Chem.	2008	51	15	4370			
CHEMBL564382	564503	CHEMBL564382	564503		4o, ST2887	407.46	5.16	80.91	1	ONC(=O)\C=C\c1ccc(cc1)C(c2c[nH]c3ccccc23)c4c[nH]c5ccccc45	2720675	IC50	=	3900	nM	5.41			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	585885	CHEMBL1053556	B	Inhibition of human HDAC2 by fluorimetry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	48183	CHEMBL1153591	19359173	Bioorg. Med. Chem. Lett.	2009	19	10	2840			
CHEMBL2047606	1351030	CHEMBL2047606	1351030		5b	413.9	6.41	46.92	1	Cc1ccc(cc1)c2nn(cc2\C=C/C(=O)Nc3ccc(Cl)cc3)c4ccccc4	10947973	IC50	=	5860	nM	5.23			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	827843	CHEMBL2051252	B	Inhibition of HDAC2 in human HeLa cell lysate using KI-104 as substrate after 40 mins by fluorescence analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62524	CHEMBL2046430	22705022	Bioorg. Med. Chem.	2012	20	14	4430			
CHEMBL2047618	1351042	CHEMBL2047618	1351042		8b	444.87	5.81	92.74	1	[O-][N+](=O)c1ccc(cc1)c2nn(cc2\C=C/C(=O)Nc3ccc(Cl)cc3)c4ccccc4	10947985	IC50	=	570	nM	6.24			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	827843	CHEMBL2051252	B	Inhibition of HDAC2 in human HeLa cell lysate using KI-104 as substrate after 40 mins by fluorescence analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62524	CHEMBL2046430	22705022	Bioorg. Med. Chem.	2012	20	14	4430			
CHEMBL2047620	1351044	CHEMBL2047620	1351044		8d	440.45	5.13	101.97	1	COc1ccc(NC(=O)\C=C/c2cn(nc2c3ccc(cc3)[N+](=O)[O-])c4ccccc4)cc1	10947987	IC50	=	1150	nM	5.94			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	827843	CHEMBL2051252	B	Inhibition of HDAC2 in human HeLa cell lysate using KI-104 as substrate after 40 mins by fluorescence analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	62524	CHEMBL2046430	22705022	Bioorg. Med. Chem.	2012	20	14	4430			
CHEMBL3356923	1821066	CHEMBL3356923	1821066		87, ST8083	377.5	2.07	126.1	0	Cc1cccc(NC(=O)[C@H](CCCCCS)NC(=O)[C@H]2CCC(=O)N2)c1	15138232	IC50	=	14	nM	7.85			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL3356524	1820663	CHEMBL3356524	1820663		126, ST7896	377.5	2.04	126.1	0	SCCCCC[C@H](NC(=O)[C@H]1CCCC(=O)N1)C(=O)Nc2ccccc2	15138243	IC50	=	34	nM	7.47			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL3352995	1817098	CHEMBL3352995	1817098		7c	541.64	2.08	169.48	2	CC(C)[C@H]1NC(=O)C[C@@H](CCCCCC(=O)O)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C)NC1=O	15126327	Ki	=	300	nM	6.52			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1440125	CHEMBL3382538	B	Inhibition of human recombinant HDAC2 using [Ac-Leu-Gly-Lys(Ac)-AMC substrate incubated for 15 to 30 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89689	CHEMBL3351463	25380299	J. Med. Chem.	2014	57	22	9644			
CHEMBL3098604	1609374	CHEMBL3098604	1609374		6	404.46	.89	136.63	0	Cc1cccc(NC(=O)[C@H](CCCCCC(=O)NO)NC(=O)[C@H]2CCC(=O)N2)c1	14976175	IC50	=	27	nM	7.57			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1444620	CHEMBL3376039	B	Inhibition of human HDAC2 using RHKK(Ac) as substrate by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90082	CHEMBL3352629	25563890	Bioorg. Med. Chem. Lett.	2015	25	3	459			
CHEMBL1213490	685334	CHEMBL1213490	685334	ROMIDEPSIN	FK228	541.72	2.26	208.27	1	C\C=C\1/NC(=O)[C@@H](CS)NC(=O)[C@H](CC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C	15136618	IC50	=	1	nM	9			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1455096	CHEMBL3366352	B	Inhibition of HDAC2 (unknown origin) incubated for 30 mins in presence of BSA and DTT by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		90823	CHEMBL3352121	25147612	ACS Med. Chem. Lett.	2014	5	8	905			
CHEMBL3427750	1845146	CHEMBL3427750	1845146		3g	293.72	3.45	71.77	0	NC(=O)C1CCCc2c1[nH]nc2c3ccc(Cl)c(F)c3	15255900	Inhibition					Not Active		0	BAO_0000376			1476848	CHEMBL3429771	B	Inhibition of HDAC2 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			91838	CHEMBL3425433	25971769	Bioorg. Med. Chem. Lett.	2015	25	12	2514			
CHEMBL3427770	1845166	CHEMBL3427770	1845166		13a	303.79	3.71	71.77	0	CC1(C)CC(C(=O)N)c2[nH]nc(c2C1)c3ccc(Cl)cc3	15255997	Inhibition					Not Active		0	BAO_0000376			1476848	CHEMBL3429771	B	Inhibition of HDAC2 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			91838	CHEMBL3425433	25971769	Bioorg. Med. Chem. Lett.	2015	25	12	2514			
CHEMBL507114	519578	CHEMBL507114	519578		13b	336.41	.65	122.56	0	NS(=O)(=O)NCCCCCC(=O)Nc1cccc2cccnc12	2600489	Activity					Not Active		0	BAO_0000375			540708	CHEMBL1027321	B	Inhibition of human recombinant C-terminal FLAG-tagged HDAC2 expressed in baculovirus by fluorimetry	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			46637	CHEMBL1149076	19084395	Bioorg. Med. Chem. Lett.	2009	19	2	336			
CHEMBL538364	554220	CHEMBL538364	554220		10b	295.33	3.28	58.56	0	COc1ccc(cc1)c2ccc(\C=C\C=C\C(=O)NO)cc2	2658574	IC50	>	5000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	571846	CHEMBL1034714	B	Inhibition of HDAC2 in human HeLa cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			47282	CHEMBL1158371	19084294	Eur. J. Med. Chem.	2009	44	5	1900	308	CHEMBL3308376	HeLa
CHEMBL1213490	685334	CHEMBL1213490	685334	ROMIDEPSIN	3, FK-228	541.72	2.26	208.27	1	C\C=C\1/NC(=O)[C@@H](CS)NC(=O)[C@H](CC(=O)C[C@H](OC(=O)[C@@H](NC1=O)C(C)C)\C=C\CCS)C(C)C	13431789	Ki	=	.038	nM	10.42			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	979441	CHEMBL2423477	B	Inhibition of recombinant human HDAC2 enzyme using flurogenic Ac-LeuGlyLys (Ac)-AMC as substrate after 15 to 30 mins	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	74596	CHEMBL2417416	23865683	J. Med. Chem.	2013	56	16	6512			
CHEMBL249604	416496	CHEMBL249604	416496		4c	306.36	1.79	87.66	0	ONC(=O)CCCCC(OCC=C)C(=O)Nc1ccccc1	2049597	Activity					Not Active		0	BAO_0000375			458150	CHEMBL925483	B	Inhibition of HDAC2 in HeLa cell lysates at 0.1 uM	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			37865	CHEMBL1140532	17892933	Bioorg. Med. Chem. Lett.	2007	17	22	6261			
CHEMBL2178221	1439014	CHEMBL2178221	1439014		49	505.01	3.24	107.69	1	Nc1ccccc1NC(=O)\C=C\c2ccc(cc2)[C@H]3CN(CCO)C[C@@H]3C(=O)Nc4ccc(Cl)cc4	12136059	IC50					Not Determined		0	BAO_0000190			874014	CHEMBL2186139	B	Inhibition of HDAC2 using p53 (379 to 382 residues) based fluorogenic peptide substrate	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			66641	CHEMBL2177000	23061376	J. Med. Chem.	2012	55	20	8903			
CHEMBL2347008	1528832	CHEMBL2347008	1528832		14, atorva-HA	573.65	4.94	123.82	1	CC(C)c1c(C(=O)Nc2ccccc2)c(c3ccccc3)c(c4ccc(F)cc4)n1CC[C@@H](O)C[C@@H](O)CC(=O)NO	12718182	IC50	=	467.2	nM	6.33			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	950484	CHEMBL2351477	B	Inhibition of recombinant HDAC2 (unknown origin) after 10 mins by fluorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	72873	CHEMBL2346500	23570542	J. Med. Chem.	2013	56	9	3645			
CHEMBL3356931	1821074	CHEMBL3356931	1821074		133, ST7786	369.52	1.86	126.1	0	SCCCCC[C@H](NC(=O)[C@@H]1CCCC(=O)N1)C(=O)NC2CCCC2	15138286	IC50	=	454	nM	6.34			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1443001	CHEMBL3379479	B	Inhibition of HDAC2 (unknown origin) using fluorogenic tetrapeptide RHKK(Ac) substrate by fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl		89379	CHEMBL3352570	25233084	J. Med. Chem.	2014	57	20	8358			
CHEMBL261735	429709	CHEMBL261735	429709		19	500.63	5.29	99.86	2	CCC(=O)CCCCC[C@H](NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12)c3ncc([nH]3)c4ccccc4	2161827	IC50	=	59	nM	7.23			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	476820	CHEMBL932445	B	Inhibition of HDAC2	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			39330	CHEMBL1144784	18370373	J. Med. Chem.	2008	51	8	2350			
CHEMBL492174	461404	CHEMBL492174	461404		(R)-21					OB(O)CCCCC[C@@H](NC(=O)c1cncs1)C(=O)Nc2cccc(c2)c3ccccc3	2513611	IC50	>	100000	nM				0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	498746	CHEMBL1021938	B	Inhibition of human recombinant HDAC2 by fluorimetry	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			47121	CHEMBL1138526	19419205	J. Med. Chem.	2009	52	9	2909			
CHEMBL492097	461331	CHEMBL492097	461331		(S)-21					OB(O)CCCCC[C@H](NC(=O)c1cncs1)C(=O)Nc2cccc(c2)c3ccccc3	2513648	IC50	=	530	nM	6.28			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	498746	CHEMBL1021938	B	Inhibition of human recombinant HDAC2 by fluorimetry	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	47121	CHEMBL1138526	19419205	J. Med. Chem.	2009	52	9	2909			
CHEMBL479842	473679	CHEMBL479842	473679		7b	387.43	3.44	81.67	0	ONC(=O)c1ccc(CN2[C@H](Cc3ccccc3)C(=O)Nc4ccccc24)cc1	2489475	IC50	=	260	nM	6.59			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	515266	CHEMBL991290	B	Inhibition of human recombinant histone deacetylase 2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	45582	CHEMBL1143301	19111466	Bioorg. Med. Chem. Lett.	2009	19	3	688			
CHEMBL483693	508338	CHEMBL483693	508338		10a	421.49	3.72	109.14	0	ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(Cc3ccccc3)nn2	2351865	IC50	=	43	nM	7.37			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	556910	CHEMBL954936	B	Inhibition of HDAC2	1	Scientific Literature				Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			42183	CHEMBL1150413	18494463	J. Med. Chem.	2008	51	12	3437			
CHEMBL513568	516934	CHEMBL513568	516934		12	433.57	2.91	111.52	0	Nc1ccc(cc1NC(=O)c2ccc(nc2)N3CCC4(CCNC4)CC3)c5cccs5	2380644	IC50	=	44	nM	7.36			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	493107	CHEMBL940370	B	Inhibition of human HDAC2 expressed in mammalian cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	45872	CHEMBL1152282	18951790	Bioorg. Med. Chem. Lett.	2008	18	23	6104			
CHEMBL556332	563010	CHEMBL556332	563010		3a	255.27	2.59	69.56	0	ONC(=O)\C=C\c1ccc(cc1)c2ccc(O)cc2	2657757	IC50	=	590	nM	6.23			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	571846	CHEMBL1034714	B	Inhibition of HDAC2 in human HeLa cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	47282	CHEMBL1158371	19084294	Eur. J. Med. Chem.	2009	44	5	1900	308	CHEMBL3308376	HeLa
CHEMBL561411	559444	CHEMBL561411	559444		7	255.27	2.35	58.56	0	ONC(=O)\C=C\Oc1ccc(cc1)c2ccccc2	2658591	IC50					Not Determined		0	BAO_0000190			571846	CHEMBL1034714	B	Inhibition of HDAC2 in human HeLa cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			47282	CHEMBL1158371	19084294	Eur. J. Med. Chem.	2009	44	5	1900	308	CHEMBL3308376	HeLa
CHEMBL609583	592384	CHEMBL609583	592384		1, R306465	413.45	1.24	124.11	0	ONC(=O)c1cnc(nc1)N2CCN(CC2)S(=O)(=O)c3ccc4ccccc4c3	3079136	IC50	=	9	nM	8.05			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	605911	CHEMBL1068528	B	Inhibition of human HDAC2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	49395	CHEMBL1153112	19906529	Bioorg. Med. Chem. Lett.	2010	20	1	294			
CHEMBL1088735	614582	CHEMBL1088735	614582		4f	437.49	3.48	129.37	0	ONC(=O)CCCCCCC(=O)Nc1cccc(c1)c2cn(Cc3ccc(O)cc3)nn2	3201419	IC50					Not Determined		0	BAO_0000190			616013	CHEMBL1101057	B	Inhibition of HDAC2 assessed as blockade of decorboxylation of carboxyfluorescein labeled acetylated peptide substrate after 17 hrs	1	Scientific Literature				Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			50398	CHEMBL1154884	20055418	J. Med. Chem.	2010	53	3	1347			
CHEMBL408513	435188	CHEMBL408513	435188	BELINOSTAT	10, PXD-101	318.35	1.8	103.88	0	ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc2ccccc2	3389988	Ki	=	.85	nM	9.07			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	646842	CHEMBL1216983	B	Inhibition of human HDAC2	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	52156	CHEMBL1212811	20139990	Nat. Chem. Biol.	2010	6	3	238			
CHEMBL2022824	1338196	CHEMBL2022824	1338196		2	515.73	6.83	130.92	2	O=C(N[C@@H](CCCCCCSSc1ccccn1)C(=O)NC2CCCCC2)OCc3ccccc3	10862521	IC50	=	44.1	nM	7.36			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	816365	CHEMBL2024763	B	Inhibition of HDAC2 in human HeLa cell nuclear extracts in presence of dithiothreitol by HDAC fluorescent assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	61731	CHEMBL2021837	22465091	Eur. J. Med. Chem.	2012	52		111			
CHEMBL402718	416380	CHEMBL402718	416380		4f	356.42	2.75	87.66	0	ONC(=O)CCCCC(OCc1ccccc1)C(=O)Nc2ccccc2	2049523	IC50	=	500	nM	6.3			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	458149	CHEMBL925482	B	Inhibition of HDAC2 in HeLa cell lysates	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein	Hist_deacetyl	medium	37865	CHEMBL1140532	17892933	Bioorg. Med. Chem. Lett.	2007	17	22	6261			
CHEMBL235191	399340	CHEMBL235191	399340	TACEDINALINE	18, pfizer,CI-994	269.3	.99	84.22	0	CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N	1998346	Inhibition	<	50	%				0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	451049	CHEMBL900130	B	Inhibition of human recombinant HDAC2 at 20 uM	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	9	Protein			37159	CHEMBL1138236	17941625	J. Med. Chem.	2007	50	23	5543			
CHEMBL400721	423537	CHEMBL400721	423537		15f	381.45	3.11	121.69	0	COC(=O)NCc1ccc(cc1)C(=O)Nc2cc(ccc2N)c3cccs3	2073948	IC50	=	105	nM	6.98			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	461756	CHEMBL927762	B	Inhibition of HDAC2	1	Scientific Literature				Intermediate	BAO_0000357	11206	CHEMBL1937	SINGLE PROTEIN	Q92769	Histone deacetylase 2	Homo sapiens	8	Homologous protein			38240	CHEMBL1140803	18060775	Bioorg. Med. Chem. Lett.	2008	18	2	726			
